"input.dll" : "C:\Windows\system32"
"InputCloudStore.dll" : "C:\Windows\system32"
"InputController.dll" : "C:\Windows\system32"
"InputHost.dll" : "C:\Windows\system32"
"InputInjectionBroker.dll" : "C:\Windows\system32"
"InputLocaleManager.dll" : "C:\Windows\system32"
"InputMethod" : "C:\Windows\system32"
"InputService.dll" : "C:\Windows\system32"
"InputSwitch.dll" : "C:\Windows\system32"
"InputSwitchToastHandler.exe" : "C:\Windows\system32"
"InputSystemToastIcon.contrast-white.png" : "C:\Windows\system32"
"InputSystemToastIcon.png" : "C:\Windows\system32"
"inseng.dll" : "C:\Windows\system32"
"InstallService.dll" : "C:\Windows\system32"
"InstallServiceTasks.dll" : "C:\Windows\system32"
"internetmail.dll" : "C:\Windows\system32"
"InternetMailCsp.dll" : "C:\Windows\system32"
"intl.cpl" : "C:\Windows\system32"
"invagent.dll" : "C:\Windows\system32"
"iologmsg.dll" : "C:\Windows\system32"
"IoTAssignedAccessLockFramework.dll" : "C:\Windows\system32"
"iotstartup.exe" : "C:\Windows\system32"
"ipconfig.exe" : "C:\Windows\system32"
"IPELoggingDictationHelper.dll" : "C:\Windows\system32"
"IPHLPAPI.DLL" : "C:\Windows\system32"
"iphlpsvc.dll" : "C:\Windows\system32"
"Ipmi" : "C:\Windows\system32"
"ipnathlp.dll" : "C:\Windows\system32"
"IpNatHlpClient.dll" : "C:\Windows\system32"
"IppCommon.dll" : "C:\Windows\system32"
"IppCommonProxy.dll" : "C:\Windows\system32"
"iprtprio.dll" : "C:\Windows\system32"
"iprtrmgr.dll" : "C:\Windows\system32"
"ipsecsnp.dll" : "C:\Windows\system32"
"IPSECSVC.DLL" : "C:\Windows\system32"
"ipsmsnap.dll" : "C:\Windows\system32"
"ipxlatcfg.dll" : "C:\Windows\system32"
"iri.dll" : "C:\Windows\system32"
"irprops.cpl" : "C:\Windows\system32"
"iscsicli.exe" : "C:\Windows\system32"
"iscsicpl.dll" : "C:\Windows\system32"
"iscsicpl.exe" : "C:\Windows\system32"
"iscsidsc.dll" : "C:\Windows\system32"
"iscsied.dll" : "C:\Windows\system32"
"iscsiexe.dll" : "C:\Windows\system32"
"iscsilog.dll" : "C:\Windows\system32"
"iscsium.dll" : "C:\Windows\system32"
"iscsiwmi.dll" : "C:\Windows\system32"
"iscsiwmiv2.dll" : "C:\Windows\system32"
"ISM.dll" : "C:\Windows\system32"
"isoburn.exe" : "C:\Windows\system32"
"it-IT" : "C:\Windows\system32"
"itircl.dll" : "C:\Windows\system32"
"itss.dll" : "C:\Windows\system32"
"iuilp.dll" : "C:\Windows\system32"
"iumbase.dll" : "C:\Windows\system32"
"iumcrypt.dll" : "C:\Windows\system32"
"iumdll.dll" : "C:\Windows\system32"
"IumSdk.dll" : "C:\Windows\system32"
"iyuv_32.dll" : "C:\Windows\system32"
"ja-jp" : "C:\Windows\system32"
"JavaScriptCollectionAgent.dll" : "C:\Windows\system32"
"joinproviderol.dll" : "C:\Windows\system32"
"joinutil.dll" : "C:\Windows\system32"
"joy.cpl" : "C:\Windows\system32"
"JpMapControl.dll" : "C:\Windows\system32"
"jpndecoder.dll" : "C:\Windows\system32"
"jpninputrouter.dll" : "C:\Windows\system32"
"jpnranker.dll" : "C:\Windows\system32"
"JpnServiceDS.dll" : "C:\Windows\system32"
"jscript.dll" : "C:\Windows\system32"
"jscript9.dll" : "C:\Windows\system32"
"jscript9diag.dll" : "C:\Windows\system32"
"jsproxy.dll" : "C:\Windows\system32"
"kanji_1.uce" : "C:\Windows\system32"
"kanji_2.uce" : "C:\Windows\system32"
"kbd101.dll" : "C:\Windows\system32"
"kbd101a.dll" : "C:\Windows\system32"
"kbd101b.dll" : "C:\Windows\system32"
"kbd101c.dll" : "C:\Windows\system32"
"kbd103.dll" : "C:\Windows\system32"
"kbd106.dll" : "C:\Windows\system32"
"kbd106n.dll" : "C:\Windows\system32"
"KBDA1.DLL" : "C:\Windows\system32"
"KBDA2.DLL" : "C:\Windows\system32"
"KBDA3.DLL" : "C:\Windows\system32"
"KBDADLM.DLL" : "C:\Windows\system32"
"KBDAL.DLL" : "C:\Windows\system32"
"KBDARME.DLL" : "C:\Windows\system32"
"kbdarmph.dll" : "C:\Windows\system32"
"kbdarmty.dll" : "C:\Windows\system32"
"KBDARMW.DLL" : "C:\Windows\system32"
"kbdax2.dll" : "C:\Windows\system32"
"KBDAZE.DLL" : "C:\Windows\system32"
"KBDAZEL.DLL" : "C:\Windows\system32"
"KBDAZST.DLL" : "C:\Windows\system32"
"KBDBASH.DLL" : "C:\Windows\system32"
"KBDBE.DLL" : "C:\Windows\system32"
"KBDBENE.DLL" : "C:\Windows\system32"
"KBDBGPH.DLL" : "C:\Windows\system32"
"KBDBGPH1.DLL" : "C:\Windows\system32"
"KBDBHC.DLL" : "C:\Windows\system32"
"KBDBLR.DLL" : "C:\Windows\system32"
"KBDBR.DLL" : "C:\Windows\system32"
"KBDBU.DLL" : "C:\Windows\system32"
"KBDBUG.DLL" : "C:\Windows\system32"
"KBDBULG.DLL" : "C:\Windows\system32"
"KBDCA.DLL" : "C:\Windows\system32"
"KBDCAN.DLL" : "C:\Windows\system32"
"KBDCHER.DLL" : "C:\Windows\system32"
"KBDCHERP.DLL" : "C:\Windows\system32"
"KBDCR.DLL" : "C:\Windows\system32"
"KBDCZ.DLL" : "C:\Windows\system32"
"KBDCZ1.DLL" : "C:\Windows\system32"
"KBDCZ2.DLL" : "C:\Windows\system32"
"KBDDA.DLL" : "C:\Windows\system32"
"KBDDIV1.DLL" : "C:\Windows\system32"
"KBDDIV2.DLL" : "C:\Windows\system32"
"KBDDV.DLL" : "C:\Windows\system32"
"KBDDZO.DLL" : "C:\Windows\system32"
"KBDES.DLL" : "C:\Windows\system32"
"KBDEST.DLL" : "C:\Windows\system32"
"KBDFA.DLL" : "C:\Windows\system32"
"kbdfar.dll" : "C:\Windows\system32"
"KBDFC.DLL" : "C:\Windows\system32"
"KBDFI.DLL" : "C:\Windows\system32"
"KBDFI1.DLL" : "C:\Windows\system32"
"KBDFO.DLL" : "C:\Windows\system32"
"KBDFR.DLL" : "C:\Windows\system32"
"KBDFTHRK.DLL" : "C:\Windows\system32"
"KBDGAE.DLL" : "C:\Windows\system32"
"KBDGEO.DLL" : "C:\Windows\system32"
"kbdgeoer.dll" : "C:\Windows\system32"
"kbdgeome.dll" : "C:\Windows\system32"
"kbdgeooa.dll" : "C:\Windows\system32"
"kbdgeoqw.dll" : "C:\Windows\system32"
"KBDGKL.DLL" : "C:\Windows\system32"
"KBDGN.DLL" : "C:\Windows\system32"
"KBDGR.DLL" : "C:\Windows\system32"
"KBDGR1.DLL" : "C:\Windows\system32"
"KBDGRLND.DLL" : "C:\Windows\system32"
"KBDGTHC.DLL" : "C:\Windows\system32"
"KBDHAU.DLL" : "C:\Windows\system32"
"KBDHAW.DLL" : "C:\Windows\system32"
"KBDHE.DLL" : "C:\Windows\system32"
"KBDHE220.DLL" : "C:\Windows\system32"
"KBDHE319.DLL" : "C:\Windows\system32"
"KBDHEB.DLL" : "C:\Windows\system32"
"kbdhebl3.dll" : "C:\Windows\system32"
"KBDHELA2.DLL" : "C:\Windows\system32"
"KBDHELA3.DLL" : "C:\Windows\system32"
"KBDHEPT.DLL" : "C:\Windows\system32"
"KBDHU.DLL" : "C:\Windows\system32"
"KBDHU1.DLL" : "C:\Windows\system32"
"kbdibm02.dll" : "C:\Windows\system32"
"KBDIBO.DLL" : "C:\Windows\system32"
"KBDIC.DLL" : "C:\Windows\system32"
"KBDINASA.DLL" : "C:\Windows\system32"
"KBDINBE1.DLL" : "C:\Windows\system32"
"KBDINBE2.DLL" : "C:\Windows\system32"
"KBDINBEN.DLL" : "C:\Windows\system32"
"KBDINDEV.DLL" : "C:\Windows\system32"
"KBDINEN.DLL" : "C:\Windows\system32"
"KBDINGUJ.DLL" : "C:\Windows\system32"
"KBDINHIN.DLL" : "C:\Windows\system32"
"KBDINKAN.DLL" : "C:\Windows\system32"
"KBDINMAL.DLL" : "C:\Windows\system32"
"KBDINMAR.DLL" : "C:\Windows\system32"
"KBDINORI.DLL" : "C:\Windows\system32"
"KBDINPUN.DLL" : "C:\Windows\system32"
"KBDINTAM.DLL" : "C:\Windows\system32"
"KBDINTEL.DLL" : "C:\Windows\system32"
"KBDINUK2.DLL" : "C:\Windows\system32"
"KBDIR.DLL" : "C:\Windows\system32"
"KBDIT.DLL" : "C:\Windows\system32"
"KBDIT142.DLL" : "C:\Windows\system32"
"KBDIULAT.DLL" : "C:\Windows\system32"
"KBDJAV.DLL" : "C:\Windows\system32"
"KBDJPN.DLL" : "C:\Windows\system32"
"KBDKAZ.DLL" : "C:\Windows\system32"
"KBDKHMR.DLL" : "C:\Windows\system32"
"KBDKNI.DLL" : "C:\Windows\system32"
"KBDKOR.DLL" : "C:\Windows\system32"
"KBDKURD.DLL" : "C:\Windows\system32"
"KBDKYR.DLL" : "C:\Windows\system32"
"KBDLA.DLL" : "C:\Windows\system32"
"KBDLAO.DLL" : "C:\Windows\system32"
"kbdlisub.dll" : "C:\Windows\system32"
"kbdlisus.dll" : "C:\Windows\system32"
"kbdlk41a.dll" : "C:\Windows\system32"
"KBDLT.DLL" : "C:\Windows\system32"
"KBDLT1.DLL" : "C:\Windows\system32"
"KBDLT2.DLL" : "C:\Windows\system32"
"KBDLV.DLL" : "C:\Windows\system32"
"KBDLV1.DLL" : "C:\Windows\system32"
"KBDLVST.DLL" : "C:\Windows\system32"
"KBDMAC.DLL" : "C:\Windows\system32"
"KBDMACST.DLL" : "C:\Windows\system32"
"KBDMAORI.DLL" : "C:\Windows\system32"
"KBDMLT47.DLL" : "C:\Windows\system32"
"KBDMLT48.DLL" : "C:\Windows\system32"
"KBDMON.DLL" : "C:\Windows\system32"
"KBDMONMO.DLL" : "C:\Windows\system32"
"KBDMONST.DLL" : "C:\Windows\system32"
"KBDMYAN.DLL" : "C:\Windows\system32"
"KBDNE.DLL" : "C:\Windows\system32"
"kbdnec.dll" : "C:\Windows\system32"
"kbdnec95.dll" : "C:\Windows\system32"
"kbdnecat.dll" : "C:\Windows\system32"
"kbdnecnt.dll" : "C:\Windows\system32"
"KBDNEPR.DLL" : "C:\Windows\system32"
"kbdnko.dll" : "C:\Windows\system32"
"KBDNO.DLL" : "C:\Windows\system32"
"KBDNO1.DLL" : "C:\Windows\system32"
"KBDNSO.DLL" : "C:\Windows\system32"
"KBDNTL.DLL" : "C:\Windows\system32"
"KBDOGHAM.DLL" : "C:\Windows\system32"
"KBDOLCH.DLL" : "C:\Windows\system32"
"KBDOLDIT.DLL" : "C:\Windows\system32"
"KBDOSA.DLL" : "C:\Windows\system32"
"KBDOSM.DLL" : "C:\Windows\system32"
"KBDPASH.DLL" : "C:\Windows\system32"
"kbdphags.dll" : "C:\Windows\system32"
"KBDPL.DLL" : "C:\Windows\system32"
"KBDPL1.DLL" : "C:\Windows\system32"
"KBDPO.DLL" : "C:\Windows\system32"
"KBDRO.DLL" : "C:\Windows\system32"
"KBDROPR.DLL" : "C:\Windows\system32"
"KBDROST.DLL" : "C:\Windows\system32"
"KBDRU.DLL" : "C:\Windows\system32"
"KBDRU1.DLL" : "C:\Windows\system32"
"KBDRUM.DLL" : "C:\Windows\system32"
"KBDSF.DLL" : "C:\Windows\system32"
"KBDSG.DLL" : "C:\Windows\system32"
"KBDSL.DLL" : "C:\Windows\system32"
"KBDSL1.DLL" : "C:\Windows\system32"
"KBDSMSFI.DLL" : "C:\Windows\system32"
"KBDSMSNO.DLL" : "C:\Windows\system32"
"KBDSN1.DLL" : "C:\Windows\system32"
"KBDSORA.DLL" : "C:\Windows\system32"
"KBDSOREX.DLL" : "C:\Windows\system32"
"KBDSORS1.DLL" : "C:\Windows\system32"
"KBDSORST.DLL" : "C:\Windows\system32"
"KBDSP.DLL" : "C:\Windows\system32"
"KBDSW.DLL" : "C:\Windows\system32"
"KBDSW09.DLL" : "C:\Windows\system32"
"KBDSYR1.DLL" : "C:\Windows\system32"
"KBDSYR2.DLL" : "C:\Windows\system32"
"KBDTAILE.DLL" : "C:\Windows\system32"
"KBDTAJIK.DLL" : "C:\Windows\system32"
"KBDTAM99.DLL" : "C:\Windows\system32"
"KBDTAT.DLL" : "C:\Windows\system32"
"KBDTH0.DLL" : "C:\Windows\system32"
"KBDTH1.DLL" : "C:\Windows\system32"
"KBDTH2.DLL" : "C:\Windows\system32"
"KBDTH3.DLL" : "C:\Windows\system32"
"KBDTIFI.DLL" : "C:\Windows\system32"
"KBDTIFI2.DLL" : "C:\Windows\system32"
"KBDTIPRC.DLL" : "C:\Windows\system32"
"KBDTIPRD.DLL" : "C:\Windows\system32"
"KBDTT102.DLL" : "C:\Windows\system32"
"KBDTUF.DLL" : "C:\Windows\system32"
"KBDTUQ.DLL" : "C:\Windows\system32"
"KBDTURME.DLL" : "C:\Windows\system32"
"KBDTZM.DLL" : "C:\Windows\system32"
"KBDUGHR.DLL" : "C:\Windows\system32"
"KBDUGHR1.DLL" : "C:\Windows\system32"
"KBDUK.DLL" : "C:\Windows\system32"
"KBDUKX.DLL" : "C:\Windows\system32"
"KBDUR.DLL" : "C:\Windows\system32"
"KBDUR1.DLL" : "C:\Windows\system32"
"KBDURDU.DLL" : "C:\Windows\system32"
"KBDUS.DLL" : "C:\Windows\system32"
"KBDUSA.DLL" : "C:\Windows\system32"
"KBDUSL.DLL" : "C:\Windows\system32"
"KBDUSR.DLL" : "C:\Windows\system32"
"KBDUSX.DLL" : "C:\Windows\system32"
"KBDUZB.DLL" : "C:\Windows\system32"
"KBDVNTC.DLL" : "C:\Windows\system32"
"KBDWOL.DLL" : "C:\Windows\system32"
"KBDYAK.DLL" : "C:\Windows\system32"
"KBDYBA.DLL" : "C:\Windows\system32"
"KBDYCC.DLL" : "C:\Windows\system32"
"KBDYCL.DLL" : "C:\Windows\system32"
"kd.dll" : "C:\Windows\system32"
"kdcom.dll" : "C:\Windows\system32"
"kdcpw.dll" : "C:\Windows\system32"
"kdhvcom.dll" : "C:\Windows\system32"
"kdnet.dll" : "C:\Windows\system32"
"kdnet_uart16550.dll" : "C:\Windows\system32"
"KdsCli.dll" : "C:\Windows\system32"
"kdstub.dll" : "C:\Windows\system32"
"kdusb.dll" : "C:\Windows\system32"
"kd_02_10df.dll" : "C:\Windows\system32"
"kd_02_10ec.dll" : "C:\Windows\system32"
"kd_02_1137.dll" : "C:\Windows\system32"
"kd_02_14e4.dll" : "C:\Windows\system32"
"kd_02_15b3.dll" : "C:\Windows\system32"
"kd_02_1969.dll" : "C:\Windows\system32"
"kd_02_19a2.dll" : "C:\Windows\system32"
"kd_02_1af4.dll" : "C:\Windows\system32"
"kd_02_8086.dll" : "C:\Windows\system32"
"kd_07_1415.dll" : "C:\Windows\system32"
"kd_0C_8086.dll" : "C:\Windows\system32"
"keepaliveprovider.dll" : "C:\Windows\system32"
"KerbClientShared.dll" : "C:\Windows\system32"
"kerberos.dll" : "C:\Windows\system32"
"kernel.appcore.dll" : "C:\Windows\system32"
"kernel32.dll" : "C:\Windows\system32"
"KernelBase.dll" : "C:\Windows\system32"
"KeyboardFilterCore.dll" : "C:\Windows\system32"
"KeyboardFilterManager.dll" : "C:\Windows\system32"
"KeyboardFilterShim.dll" : "C:\Windows\system32"
"KeyboardFilterSvc.dll" : "C:\Windows\system32"
"KeyboardSystemToastIcon.contrast-white.png" : "C:\Windows\system32"
"KeyboardSystemToastIcon.png" : "C:\Windows\system32"
"KeyCredMgr.dll" : "C:\Windows\system32"
"keyiso.dll" : "C:\Windows\system32"
"keymgr.dll" : "C:\Windows\system32"
"KeywordDetectorMsftSidAdapter.dll" : "C:\Windows\system32"
"Keywords" : "C:\Windows\system32"
"klist.exe" : "C:\Windows\system32"
"kmddsp.tsp" : "C:\Windows\system32"
"KnobsCore.dll" : "C:\Windows\system32"
"KnobsCsp.dll" : "C:\Windows\system32"
"ko-KR" : "C:\Windows\system32"
"korean.uce" : "C:\Windows\system32"
"ksetup.exe" : "C:\Windows\system32"
"ksproxy.ax" : "C:\Windows\system32"
"kstvtune.ax" : "C:\Windows\system32"
"ksuser.dll" : "C:\Windows\system32"
"Kswdmcap.ax" : "C:\Windows\system32"
"ksxbar.ax" : "C:\Windows\system32"
"ktmutil.exe" : "C:\Windows\system32"
"ktmw32.dll" : "C:\Windows\system32"
"l2gpstore.dll" : "C:\Windows\system32"
"l2nacp.dll" : "C:\Windows\system32"
"L2SecHC.dll" : "C:\Windows\system32"
"l3codeca.acm" : "C:\Windows\system32"
"l3codecp.acm" : "C:\Windows\system32"
"label.exe" : "C:\Windows\system32"
"LangCleanupSysprepAction.dll" : "C:\Windows\system32"
"LanguageComponentsInstaller.dll" : "C:\Windows\system32"
"LanguageComponentsInstallerComHandler.exe" : "C:\Windows\system32"
"LanguageOverlayServer.dll" : "C:\Windows\system32"
"LanguageOverlayUtil.dll" : "C:\Windows\system32"
"LanguagePackDiskCleanup.dll" : "C:\Windows\system32"
"LanguagePackManagementCSP.dll" : "C:\Windows\system32"
"LAPRXY.DLL" : "C:\Windows\system32"
"LaptopPlugInToastImg.gif" : "C:\Windows\system32"
"LargeRoom.bin" : "C:\Windows\system32"
"LaunchTM.exe" : "C:\Windows\system32"
"LaunchWinApp.exe" : "C:\Windows\system32"
"lcphrase.tbl" : "C:\Windows\system32"
"lcptr.tbl" : "C:\Windows\system32"
"LegacyNetUX.dll" : "C:\Windows\system32"
"LegacyNetUXHost.exe" : "C:\Windows\system32"
"LegacySystemSettings.dll" : "C:\Windows\system32"
"lfsvc.dll" : "C:\Windows\system32"
"libcrypto.dll" : "C:\Windows\system32"
"libomp140.x86_64.dll" : "C:\Windows\system32"
"libomp140d.x86_64.dll" : "C:\Windows\system32"
"license.rtf" : "C:\Windows\system32"
"LicenseManager.dll" : "C:\Windows\system32"
"LicenseManagerApi.dll" : "C:\Windows\system32"
"LicenseManagerShellext.exe" : "C:\Windows\system32"
"LicenseManagerSvc.dll" : "C:\Windows\system32"
"Licenses" : "C:\Windows\system32"
"LicensingCSP.dll" : "C:\Windows\system32"
"licensingdiag.exe" : "C:\Windows\system32"
"LicensingDiagSpp.dll" : "C:\Windows\system32"
"LicensingUI.exe" : "C:\Windows\system32"
"LicensingWinRT.dll" : "C:\Windows\system32"
"licmgr10.dll" : "C:\Windows\system32"
"linkinfo.dll" : "C:\Windows\system32"
"ListSvc.dll" : "C:\Windows\system32"
"lltdapi.dll" : "C:\Windows\system32"
"lltdres.dll" : "C:\Windows\system32"
"lltdsvc.dll" : "C:\Windows\system32"
"lmhsvc.dll" : "C:\Windows\system32"
"loadperf.dll" : "C:\Windows\system32"
"locale.nls" : "C:\Windows\system32"
"localsec.dll" : "C:\Windows\system32"
"localspl.dll" : "C:\Windows\system32"
"localui.dll" : "C:\Windows\system32"
"LocationApi.dll" : "C:\Windows\system32"
"LocationFramework.dll" : "C:\Windows\system32"
"LocationFrameworkInternalPS.dll" : "C:\Windows\system32"
"LocationFrameworkPS.dll" : "C:\Windows\system32"
"LocationNotificationWindows.exe" : "C:\Windows\system32"
"LocationWinPalMisc.dll" : "C:\Windows\system32"
"Locator.exe" : "C:\Windows\system32"
"LockAppBroker.dll" : "C:\Windows\system32"
"LockAppHost.exe" : "C:\Windows\system32"
"LockController.dll" : "C:\Windows\system32"
"LockHostingFramework.dll" : "C:\Windows\system32"
"LockScreenContent.dll" : "C:\Windows\system32"
"LockScreenContentHost.dll" : "C:\Windows\system32"
"LockScreenContentServer.exe" : "C:\Windows\system32"
"LockScreenData.dll" : "C:\Windows\system32"
"lodctr.exe" : "C:\Windows\system32"
"logagent.exe" : "C:\Windows\system32"
"LogFiles" : "C:\Windows\system32"
"loghours.dll" : "C:\Windows\system32"
"logi_audio_dts_studio_capture_apo.dll" : "C:\Windows\system32"
"logi_audio_hx2e_render_apo.dll" : "C:\Windows\system32"
"logman.exe" : "C:\Windows\system32"
"logoff.exe" : "C:\Windows\system32"
"logoncli.dll" : "C:\Windows\system32"
"LogonController.dll" : "C:\Windows\system32"
"LogonUI.exe" : "C:\Windows\system32"
"Logs" : "C:\Windows\system32"
"lpasvc.dll" : "C:\Windows\system32"
"lpk.dll" : "C:\Windows\system32"
"lpkinstall.exe" : "C:\Windows\system32"
"lpksetup.exe" : "C:\Windows\system32"
"lpksetupproxyserv.dll" : "C:\Windows\system32"
"lpremove.exe" : "C:\Windows\system32"
"LsaIso.exe" : "C:\Windows\system32"
"lsasrv.dll" : "C:\Windows\system32"
"lsass.exe" : "C:\Windows\system32"
"LSCSHostPolicy.dll" : "C:\Windows\system32"
"lsm.dll" : "C:\Windows\system32"
"lsmproxy.dll" : "C:\Windows\system32"
"lstelemetry.dll" : "C:\Windows\system32"
"lt-LT" : "C:\Windows\system32"
"luainstall.dll" : "C:\Windows\system32"
"luiapi.dll" : "C:\Windows\system32"
"lusrmgr.msc" : "C:\Windows\system32"
"lv-LV" : "C:\Windows\system32"
"lxss" : "C:\Windows\system32"
"lz32.dll" : "C:\Windows\system32"
"l_intl.nls" : "C:\Windows\system32"
"Macromed" : "C:\Windows\system32"
"madrid.dll" : "C:\Windows\system32"
"Magnification.dll" : "C:\Windows\system32"
"Magnify.exe" : "C:\Windows\system32"
"MailContactsCalendarSync" : "C:\Windows\system32"
"main.cpl" : "C:\Windows\system32"
"MaintenanceUI.dll" : "C:\Windows\system32"
"makecab.exe" : "C:\Windows\system32"
"manage-bde.exe" : "C:\Windows\system32"
"manage-bde.wsf" : "C:\Windows\system32"
"ManageCI.dll" : "C:\Windows\system32"
"MapConfiguration.dll" : "C:\Windows\system32"
"MapControlCore.dll" : "C:\Windows\system32"
"MapControlStringsRes.dll" : "C:\Windows\system32"
"MapGeocoder.dll" : "C:\Windows\system32"
"mapi32.dll" : "C:\Windows\system32"
"mapistub.dll" : "C:\Windows\system32"
"MapRouter.dll" : "C:\Windows\system32"
"MapsBtSvc.dll" : "C:\Windows\system32"
"MapsBtSvcProxy.dll" : "C:\Windows\system32"
"MapsCSP.dll" : "C:\Windows\system32"
"MapsStore.dll" : "C:\Windows\system32"
"mapstoasttask.dll" : "C:\Windows\system32"
"mapsupdatetask.dll" : "C:\Windows\system32"
"mavinject.exe" : "C:\Windows\system32"
"MbaeApi.dll" : "C:\Windows\system32"
"MbaeApiPublic.dll" : "C:\Windows\system32"
"MbaeParserTask.exe" : "C:\Windows\system32"
"MbaeXmlParser.dll" : "C:\Windows\system32"
"mblctr.exe" : "C:\Windows\system32"
"MBMediaManager.dll" : "C:\Windows\system32"
"MBR2GPT.EXE" : "C:\Windows\system32"
"mbsmsapi.dll" : "C:\Windows\system32"
"mbussdapi.dll" : "C:\Windows\system32"
"mcbuilder.exe" : "C:\Windows\system32"
"MCCSEngineShared.dll" : "C:\Windows\system32"
"MCCSPal.dll" : "C:\Windows\system32"
"mciavi32.dll" : "C:\Windows\system32"
"mcicda.dll" : "C:\Windows\system32"
"mciqtz32.dll" : "C:\Windows\system32"
"mciseq.dll" : "C:\Windows\system32"
"mciwave.dll" : "C:\Windows\system32"
"McpManagementProxy.dll" : "C:\Windows\system32"
"McpManagementService.dll" : "C:\Windows\system32"
"MCRecvSrc.dll" : "C:\Windows\system32"
"MCU.exe" : "C:\Windows\system32"
"mcupdate_AuthenticAMD.dll" : "C:\Windows\system32"
"mcupdate_GenuineIntel.dll" : "C:\Windows\system32"
"MDEServer.exe" : "C:\Windows\system32"
"MDMAgent.exe" : "C:\Windows\system32"
"MDMAppInstaller.exe" : "C:\Windows\system32"
"MdmCommon.dll" : "C:\Windows\system32"
"MdmDiagnostics.dll" : "C:\Windows\system32"
"MdmDiagnosticsTool.exe" : "C:\Windows\system32"
"mdminst.dll" : "C:\Windows\system32"
"mdmlocalmanagement.dll" : "C:\Windows\system32"
"mdmmigrator.dll" : "C:\Windows\system32"
"mdmpostprocessevaluator.dll" : "C:\Windows\system32"
"mdmregistration.dll" : "C:\Windows\system32"
"MdRes.exe" : "C:\Windows\system32"
"MdSched.exe" : "C:\Windows\system32"
"MediaFoundation.DefaultPerceptionProvider.dll" : "C:\Windows\system32"
"MediaSystemToastIcon.contrast-white.png" : "C:\Windows\system32"
"MediaSystemToastIcon.png" : "C:\Windows\system32"
"MediumRoom.bin" : "C:\Windows\system32"
"MemoryDiagnostic.dll" : "C:\Windows\system32"
"MessagingDataModel2.dll" : "C:\Windows\system32"
"MessagingService.dll" : "C:\Windows\system32"
"mf.dll" : "C:\Windows\system32"
"mf3216.dll" : "C:\Windows\system32"
"mfAACEnc.dll" : "C:\Windows\system32"
"mfasfsrcsnk.dll" : "C:\Windows\system32"
"mfaudiocnv.dll" : "C:\Windows\system32"
"mfc100.dll" : "C:\Windows\system32"
"mfc100chs.dll" : "C:\Windows\system32"
"mfc100cht.dll" : "C:\Windows\system32"
"mfc100deu.dll" : "C:\Windows\system32"
"mfc100enu.dll" : "C:\Windows\system32"
"mfc100esn.dll" : "C:\Windows\system32"
"mfc100fra.dll" : "C:\Windows\system32"
"mfc100ita.dll" : "C:\Windows\system32"
"mfc100jpn.dll" : "C:\Windows\system32"
"mfc100kor.dll" : "C:\Windows\system32"
"mfc100rus.dll" : "C:\Windows\system32"
"mfc100u.dll" : "C:\Windows\system32"
"mfc110.dll" : "C:\Windows\system32"
"mfc110chs.dll" : "C:\Windows\system32"
"mfc110cht.dll" : "C:\Windows\system32"
"mfc110deu.dll" : "C:\Windows\system32"
"mfc110enu.dll" : "C:\Windows\system32"
"mfc110esn.dll" : "C:\Windows\system32"
"mfc110fra.dll" : "C:\Windows\system32"
"mfc110ita.dll" : "C:\Windows\system32"
"mfc110jpn.dll" : "C:\Windows\system32"
"mfc110kor.dll" : "C:\Windows\system32"
"mfc110rus.dll" : "C:\Windows\system32"
"mfc110u.dll" : "C:\Windows\system32"
"mfc120.dll" : "C:\Windows\system32"
"mfc120chs.dll" : "C:\Windows\system32"
"mfc120cht.dll" : "C:\Windows\system32"
"mfc120deu.dll" : "C:\Windows\system32"
"mfc120enu.dll" : "C:\Windows\system32"
"mfc120esn.dll" : "C:\Windows\system32"
"mfc120fra.dll" : "C:\Windows\system32"
"mfc120ita.dll" : "C:\Windows\system32"
"mfc120jpn.dll" : "C:\Windows\system32"
"mfc120kor.dll" : "C:\Windows\system32"
"mfc120rus.dll" : "C:\Windows\system32"
"mfc120u.dll" : "C:\Windows\system32"
"mfc140.dll" : "C:\Windows\system32"
"mfc140chs.dll" : "C:\Windows\system32"
"mfc140cht.dll" : "C:\Windows\system32"
"mfc140d.dll" : "C:\Windows\system32"
"mfc140deu.dll" : "C:\Windows\system32"
"mfc140enu.dll" : "C:\Windows\system32"
"mfc140esn.dll" : "C:\Windows\system32"
"mfc140fra.dll" : "C:\Windows\system32"
"mfc140ita.dll" : "C:\Windows\system32"
"mfc140jpn.dll" : "C:\Windows\system32"
"mfc140kor.dll" : "C:\Windows\system32"
"mfc140rus.dll" : "C:\Windows\system32"
"mfc140u.dll" : "C:\Windows\system32"
"mfc140ud.dll" : "C:\Windows\system32"
"mfc42.dll" : "C:\Windows\system32"
"mfc42u.dll" : "C:\Windows\system32"
"MFCaptureEngine.dll" : "C:\Windows\system32"
"mfcm100.dll" : "C:\Windows\system32"
"mfcm100u.dll" : "C:\Windows\system32"
"mfcm110.dll" : "C:\Windows\system32"
"mfcm110u.dll" : "C:\Windows\system32"
"mfcm120.dll" : "C:\Windows\system32"
"mfcm120u.dll" : "C:\Windows\system32"
"mfcm140.dll" : "C:\Windows\system32"
"mfcm140d.dll" : "C:\Windows\system32"
"mfcm140u.dll" : "C:\Windows\system32"
"mfcm140ud.dll" : "C:\Windows\system32"
"mfcore.dll" : "C:\Windows\system32"
"mfcsubs.dll" : "C:\Windows\system32"
