"p2p-mesh.mof" : "C:\Windows\System32\Wbem"
"p2p-pnrp.mof" : "C:\Windows\System32\Wbem"
"pcsvDevice.mof" : "C:\Windows\System32\Wbem"
"pcsvDevice_Uninstall.mof" : "C:\Windows\System32\Wbem"
"Performance" : "C:\Windows\System32\Wbem"
"PNPXAssoc.mof" : "C:\Windows\System32\Wbem"
"PolicMan.dll" : "C:\Windows\System32\Wbem"
"PolicMan.mof" : "C:\Windows\System32\Wbem"
"polproc.mof" : "C:\Windows\System32\Wbem"
"polprocl.mof" : "C:\Windows\System32\Wbem"
"polprou.mof" : "C:\Windows\System32\Wbem"
"polstore.mof" : "C:\Windows\System32\Wbem"
"portabledeviceapi.mof" : "C:\Windows\System32\Wbem"
"portabledeviceclassextension.mof" : "C:\Windows\System32\Wbem"
"portabledeviceconnectapi.mof" : "C:\Windows\System32\Wbem"
"portabledevicetypes.mof" : "C:\Windows\System32\Wbem"
"portabledevicewiacompat.mof" : "C:\Windows\System32\Wbem"
"powermeterprovider.mof" : "C:\Windows\System32\Wbem"
"PowerPolicyProvider.mof" : "C:\Windows\System32\Wbem"
"ppcRsopCompSchema.mof" : "C:\Windows\System32\Wbem"
"ppcRsopUserSchema.mof" : "C:\Windows\System32\Wbem"
"PrintFilterPipelineSvc.mof" : "C:\Windows\System32\Wbem"
"PrintManagementProvider.dll" : "C:\Windows\System32\Wbem"
"PrintManagementProvider.mof" : "C:\Windows\System32\Wbem"
"PrintManagementProvider_Uninstall.mof" : "C:\Windows\System32\Wbem"
"profileassociationprovider.mof" : "C:\Windows\System32\Wbem"
"PS_MMAgent.mof" : "C:\Windows\System32\Wbem"
"qmgr.mof" : "C:\Windows\System32\Wbem"
"qoswmi.dll" : "C:\Windows\System32\Wbem"
"qoswmi.mof" : "C:\Windows\System32\Wbem"
"qoswmitrc.mof" : "C:\Windows\System32\Wbem"
"qoswmitrc_uninstall.mof" : "C:\Windows\System32\Wbem"
"qoswmi_uninstall.mof" : "C:\Windows\System32\Wbem"
"RacWmiProv.dll" : "C:\Windows\System32\Wbem"
"RacWmiProv.mof" : "C:\Windows\System32\Wbem"
"rawxml.xsl" : "C:\Windows\System32\Wbem"
"rdpendp.mof" : "C:\Windows\System32\Wbem"
"rdpinit.mof" : "C:\Windows\System32\Wbem"
"rdpshell.mof" : "C:\Windows\System32\Wbem"
"refs.mof" : "C:\Windows\System32\Wbem"
"refsv1.mof" : "C:\Windows\System32\Wbem"
"regevent.mof" : "C:\Windows\System32\Wbem"
"Remove.Microsoft.AppV.AppvClientWmi.mof" : "C:\Windows\System32\Wbem"
"repdrvfs.dll" : "C:\Windows\System32\Wbem"
"Repository" : "C:\Windows\System32\Wbem"
"rsop.mof" : "C:\Windows\System32\Wbem"
"rspndr.mof" : "C:\Windows\System32\Wbem"
"ru" : "C:\Windows\System32\Wbem"
"ru-RU" : "C:\Windows\System32\Wbem"
"samsrv.mof" : "C:\Windows\System32\Wbem"
"scersop.mof" : "C:\Windows\System32\Wbem"
"schannel.mof" : "C:\Windows\System32\Wbem"
"schedprov.dll" : "C:\Windows\System32\Wbem"
"SchedProv.mof" : "C:\Windows\System32\Wbem"
"scm.mof" : "C:\Windows\System32\Wbem"
"scrcons.exe" : "C:\Windows\System32\Wbem"
"scrcons.mof" : "C:\Windows\System32\Wbem"
"sdbus.mof" : "C:\Windows\System32\Wbem"
"secrcw32.mof" : "C:\Windows\System32\Wbem"
"SensorsClassExtension.mof" : "C:\Windows\System32\Wbem"
"ServDeps.dll" : "C:\Windows\System32\Wbem"
"ServiceModel.mof" : "C:\Windows\System32\Wbem"
"ServiceModel.mof.uninstall" : "C:\Windows\System32\Wbem"
"ServiceModel35.mof" : "C:\Windows\System32\Wbem"
"ServiceModel35.mof.uninstall" : "C:\Windows\System32\Wbem"
"services.mof" : "C:\Windows\System32\Wbem"
"setupapi.mof" : "C:\Windows\System32\Wbem"
"SmbWitnessWmiv2Provider.mof" : "C:\Windows\System32\Wbem"
"smbwmiv2.mof" : "C:\Windows\System32\Wbem"
"SMTPCons.dll" : "C:\Windows\System32\Wbem"
"smtpcons.mof" : "C:\Windows\System32\Wbem"
"sppwmi.mof" : "C:\Windows\System32\Wbem"
"sr.mof" : "C:\Windows\System32\Wbem"
"sstpsvc.mof" : "C:\Windows\System32\Wbem"
"stdprov.dll" : "C:\Windows\System32\Wbem"
"storagewmi.mof" : "C:\Windows\System32\Wbem"
"storagewmi_passthru.mof" : "C:\Windows\System32\Wbem"
"storagewmi_passthru_uninstall.mof" : "C:\Windows\System32\Wbem"
"storagewmi_uninstall.mof" : "C:\Windows\System32\Wbem"
"stortrace.mof" : "C:\Windows\System32\Wbem"
"subscrpt.mof" : "C:\Windows\System32\Wbem"
"system.mof" : "C:\Windows\System32\Wbem"
"tcpip.mof" : "C:\Windows\System32\Wbem"
"texttable.xsl" : "C:\Windows\System32\Wbem"
"textvaluelist.xsl" : "C:\Windows\System32\Wbem"
"tmf" : "C:\Windows\System32\Wbem"
"tsallow.mof" : "C:\Windows\System32\Wbem"
"tscfgwmi.mof" : "C:\Windows\System32\Wbem"
"tsmf.mof" : "C:\Windows\System32\Wbem"
"tspkg.mof" : "C:\Windows\System32\Wbem"
"umb.mof" : "C:\Windows\System32\Wbem"
"umbus.mof" : "C:\Windows\System32\Wbem"
"umpass.mof" : "C:\Windows\System32\Wbem"
"umpnpmgr.mof" : "C:\Windows\System32\Wbem"
"unsecapp.exe" : "C:\Windows\System32\Wbem"
"UserProfileConfigurationWmiProvider.mof" : "C:\Windows\System32\Wbem"
"UserProfileWmiProvider.mof" : "C:\Windows\System32\Wbem"
"UserStateWMIProvider.mof" : "C:\Windows\System32\Wbem"
"vds.mof" : "C:\Windows\System32\Wbem"
"vdswmi.dll" : "C:\Windows\System32\Wbem"
"viewprov.dll" : "C:\Windows\System32\Wbem"
"vpnclientpsprovider.dll" : "C:\Windows\System32\Wbem"
"vpnclientpsprovider.mof" : "C:\Windows\System32\Wbem"
"vpnclientpsprovider_Uninstall.mof" : "C:\Windows\System32\Wbem"
"vss.mof" : "C:\Windows\System32\Wbem"
"vsswmi.dll" : "C:\Windows\System32\Wbem"
"wbemcntl.dll" : "C:\Windows\System32\Wbem"
"wbemcons.dll" : "C:\Windows\System32\Wbem"
"WBEMCons.mof" : "C:\Windows\System32\Wbem"
"wbemcore.dll" : "C:\Windows\System32\Wbem"
"wbemdisp.dll" : "C:\Windows\System32\Wbem"
"wbemdisp.tlb" : "C:\Windows\System32\Wbem"
"wbemess.dll" : "C:\Windows\System32\Wbem"
"wbemprox.dll" : "C:\Windows\System32\Wbem"
"wbemsvc.dll" : "C:\Windows\System32\Wbem"
"wbemtest.exe" : "C:\Windows\System32\Wbem"
"wcncsvc.mof" : "C:\Windows\System32\Wbem"
"WdacEtwProv.mof" : "C:\Windows\System32\Wbem"
"WdacWmiProv.dll" : "C:\Windows\System32\Wbem"
"WdacWmiProv.mof" : "C:\Windows\System32\Wbem"
"WdacWmiProv_Uninstall.mof" : "C:\Windows\System32\Wbem"
"Wdf01000.mof" : "C:\Windows\System32\Wbem"
"Wdf01000Uninstall.mof" : "C:\Windows\System32\Wbem"
"wdigest.mof" : "C:\Windows\System32\Wbem"
"WFAPIGP.mof" : "C:\Windows\System32\Wbem"
"wfascim.dll" : "C:\Windows\System32\Wbem"
"wfascim.mof" : "C:\Windows\System32\Wbem"
"wfascim_uninstall.mof" : "C:\Windows\System32\Wbem"
"WFP.MOF" : "C:\Windows\System32\Wbem"
"wfs.mof" : "C:\Windows\System32\Wbem"
"whqlprov.mof" : "C:\Windows\System32\Wbem"
"Win32_DeviceGuard.mof" : "C:\Windows\System32\Wbem"
"Win32_EncryptableVolume.dll" : "C:\Windows\System32\Wbem"
"win32_encryptablevolume.mof" : "C:\Windows\System32\Wbem"
"Win32_EncryptableVolumeUninstall.mof" : "C:\Windows\System32\Wbem"
"win32_printer.mof" : "C:\Windows\System32\Wbem"
"Win32_Tpm.dll" : "C:\Windows\System32\Wbem"
"Win32_Tpm.mof" : "C:\Windows\System32\Wbem"
"wininit.mof" : "C:\Windows\System32\Wbem"
"winipsec.mof" : "C:\Windows\System32\Wbem"
"winlogon.mof" : "C:\Windows\System32\Wbem"
"WinMgmt.exe" : "C:\Windows\System32\Wbem"
"WinMgmtR.dll" : "C:\Windows\System32\Wbem"
"Winsat.mof" : "C:\Windows\System32\Wbem"
"WinsatUninstall.mof" : "C:\Windows\System32\Wbem"
"wlan.mof" : "C:\Windows\System32\Wbem"
"WLanHC.mof" : "C:\Windows\System32\Wbem"
"wmi.mof" : "C:\Windows\System32\Wbem"
"WMIADAP.exe" : "C:\Windows\System32\Wbem"
"WmiApRes.dll" : "C:\Windows\System32\Wbem"
"WmiApRpl.dll" : "C:\Windows\System32\Wbem"
"WmiApSrv.exe" : "C:\Windows\System32\Wbem"
"WMIC.exe" : "C:\Windows\System32\Wbem"
"WMICOOKR.dll" : "C:\Windows\System32\Wbem"
"WmiDcPrv.dll" : "C:\Windows\System32\Wbem"
"WMIMigration.log" : "C:\Windows\System32\Wbem"
"WMIObjectsMigration.bin.bak" : "C:\Windows\System32\Wbem"
"wmipcima.dll" : "C:\Windows\System32\Wbem"
"wmipcima.mof" : "C:\Windows\System32\Wbem"
"wmipdfs.dll" : "C:\Windows\System32\Wbem"
"wmipdfs.mof" : "C:\Windows\System32\Wbem"
"wmipdskq.dll" : "C:\Windows\System32\Wbem"
"wmipdskq.mof" : "C:\Windows\System32\Wbem"
"WmiPerfClass.dll" : "C:\Windows\System32\Wbem"
"WmiPerfClass.mof" : "C:\Windows\System32\Wbem"
"WmiPerfInst.dll" : "C:\Windows\System32\Wbem"
"WmiPerfInst.mof" : "C:\Windows\System32\Wbem"
"WMIPICMP.dll" : "C:\Windows\System32\Wbem"
"wmipicmp.mof" : "C:\Windows\System32\Wbem"
"WMIPIPRT.dll" : "C:\Windows\System32\Wbem"
"wmipiprt.mof" : "C:\Windows\System32\Wbem"
"WMIPJOBJ.dll" : "C:\Windows\System32\Wbem"
"wmipjobj.mof" : "C:\Windows\System32\Wbem"
"wmiprov.dll" : "C:\Windows\System32\Wbem"
"WmiPrvSD.dll" : "C:\Windows\System32\Wbem"
"WmiPrvSE.exe" : "C:\Windows\System32\Wbem"
"WMIPSESS.dll" : "C:\Windows\System32\Wbem"
"wmipsess.mof" : "C:\Windows\System32\Wbem"
"WMIsvc.dll" : "C:\Windows\System32\Wbem"
"wmitimep.dll" : "C:\Windows\System32\Wbem"
"wmitimep.mof" : "C:\Windows\System32\Wbem"
"wmiutils.dll" : "C:\Windows\System32\Wbem"
"WMI_Tracing.mof" : "C:\Windows\System32\Wbem"
"wpdbusenum.mof" : "C:\Windows\System32\Wbem"
"wpdcomp.mof" : "C:\Windows\System32\Wbem"
"wpdfs.mof" : "C:\Windows\System32\Wbem"
"wpdmtp.mof" : "C:\Windows\System32\Wbem"
"wpdshext.mof" : "C:\Windows\System32\Wbem"
"WPDShServiceObj.mof" : "C:\Windows\System32\Wbem"
"wpdsp.mof" : "C:\Windows\System32\Wbem"
"wpd_ci.mof" : "C:\Windows\System32\Wbem"
"wscenter.mof" : "C:\Windows\System32\Wbem"
"WsmAgent.mof" : "C:\Windows\System32\Wbem"
"WsmAgentUninstall.mof" : "C:\Windows\System32\Wbem"
"WsmAuto.mof" : "C:\Windows\System32\Wbem"
"wsp_fs.mof" : "C:\Windows\System32\Wbem"
"wsp_fs_uninstall.mof" : "C:\Windows\System32\Wbem"
"wsp_health.mof" : "C:\Windows\System32\Wbem"
"wsp_health_uninstall.mof" : "C:\Windows\System32\Wbem"
"wsp_sr.mof" : "C:\Windows\System32\Wbem"
"wsp_sr_uninstall.mof" : "C:\Windows\System32\Wbem"
"WUDFx.mof" : "C:\Windows\System32\Wbem"
"Wudfx02000.mof" : "C:\Windows\System32\Wbem"
"Wudfx02000Uninstall.mof" : "C:\Windows\System32\Wbem"
"WUDFxUninstall.mof" : "C:\Windows\System32\Wbem"
"xml" : "C:\Windows\System32\Wbem"
"xsl-mappings.xml" : "C:\Windows\System32\Wbem"
"xwizards.mof" : "C:\Windows\System32\Wbem"
"Certificate.format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"Diagnostics.Format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"DotNetTypes.format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"en-US" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"Event.Format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"Examples" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"FileSystem.format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"getevent.types.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"Help.format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"HelpV3.format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"Modules" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"powershell.exe" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"powershell.exe.config" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"PowerShellCore.format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"PowerShellTrace.format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"powershell_ise.exe" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"powershell_ise.exe.config" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"PSEvents.dll" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"pwrshmsg.dll" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"pwrshsip.dll" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"Registry.format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"ru" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"ru-RU" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"Schemas" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"SessionConfig" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"types.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"typesv3.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"WSMan.Format.ps1xml" : "C:\Windows\System32\WindowsPowerShell\v1.0\"
"scp.exe" : "C:\Windows\System32\OpenSSH\"
"sftp.exe" : "C:\Windows\System32\OpenSSH\"
"ssh-add.exe" : "C:\Windows\System32\OpenSSH\"
"ssh-agent.exe" : "C:\Windows\System32\OpenSSH\"
"ssh-keygen.exe" : "C:\Windows\System32\OpenSSH\"
"ssh-keyscan.exe" : "C:\Windows\System32\OpenSSH\"
"ssh.exe" : "C:\Windows\System32\OpenSSH\"
"GfeXCode64.dll" : "C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR"
"nvdlisrwrapper.exe" : "C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR"
"nvngx_dlisr.dll" : "C:\Program Files\NVIDIA Corporation\NVIDIA NvDLISR"
"0409" : "C:\WINDOWS\system32"
"07409496-a423-4a3e-b620-2cfb01a9318d_HyperV-ComputeNetwork.dll" : "C:\WINDOWS\system32"
"69fe178f-26e7-43a9-aa7d-2b616b672dde_eventlogservice.dll" : "C:\WINDOWS\system32"
"6bea57fb-8dfb-4177-9ae8-42e8b3529933_RuntimeDeviceInstall.dll" : "C:\WINDOWS\system32"
"@AdvancedKeySettingsNotification.png" : "C:\WINDOWS\system32"
"@AppHelpToast.png" : "C:\WINDOWS\system32"
"@AudioToastIcon.png" : "C:\WINDOWS\system32"
"@BackgroundAccessToastIcon.png" : "C:\WINDOWS\system32"
"@bitlockertoastimage.png" : "C:\WINDOWS\system32"
"@edptoastimage.png" : "C:\WINDOWS\system32"
"@EnrollmentToastIcon.png" : "C:\WINDOWS\system32"
"@language_notification_icon.png" : "C:\WINDOWS\system32"
"@optionalfeatures.png" : "C:\WINDOWS\system32"
"@StorageSenseToastIcon.png" : "C:\WINDOWS\system32"
"@VpnToastIcon.png" : "C:\WINDOWS\system32"
"@windows-hello-V4.1.gif" : "C:\WINDOWS\system32"
"@WindowsHelloFaceToastIcon.png" : "C:\WINDOWS\system32"
"@WindowsUpdateToastIcon.contrast-black.png" : "C:\WINDOWS\system32"
"@WindowsUpdateToastIcon.contrast-white.png" : "C:\WINDOWS\system32"
"@WindowsUpdateToastIcon.png" : "C:\WINDOWS\system32"
"@WirelessDisplayToast.png" : "C:\WINDOWS\system32"
"@WLOGO_48x48.png" : "C:\WINDOWS\system32"
"aadauthhelper.dll" : "C:\WINDOWS\system32"
"aadcloudap.dll" : "C:\WINDOWS\system32"
"aadjcsp.dll" : "C:\WINDOWS\system32"
"aadtb.dll" : "C:\WINDOWS\system32"
"aadWamExtension.dll" : "C:\WINDOWS\system32"
"AarSvc.dll" : "C:\WINDOWS\system32"
"AboutSettingsHandlers.dll" : "C:\WINDOWS\system32"
"AboveLockAppHost.dll" : "C:\WINDOWS\system32"
"accessibilitycpl.dll" : "C:\WINDOWS\system32"
"accountaccessor.dll" : "C:\WINDOWS\system32"
"AccountsRt.dll" : "C:\WINDOWS\system32"
"AcGenral.dll" : "C:\WINDOWS\system32"
"AcLayers.dll" : "C:\WINDOWS\system32"
"acledit.dll" : "C:\WINDOWS\system32"
"aclui.dll" : "C:\WINDOWS\system32"
"acmigration.dll" : "C:\WINDOWS\system32"
"ACPBackgroundManagerPolicy.dll" : "C:\WINDOWS\system32"
"acppage.dll" : "C:\WINDOWS\system32"
"acproxy.dll" : "C:\WINDOWS\system32"
"AcSpecfc.dll" : "C:\WINDOWS\system32"
"ActionCenter.dll" : "C:\WINDOWS\system32"
"ActionCenterCPL.dll" : "C:\WINDOWS\system32"
"ActionQueue.dll" : "C:\WINDOWS\system32"
"ActivationClient.dll" : "C:\WINDOWS\system32"
"ActivationManager.dll" : "C:\WINDOWS\system32"
"ActivationVdev.dll" : "C:\WINDOWS\system32"
"activeds.dll" : "C:\WINDOWS\system32"
"activeds.tlb" : "C:\WINDOWS\system32"
"ActiveHours.png" : "C:\WINDOWS\system32"
"ActiveSyncCsp.dll" : "C:\WINDOWS\system32"
"ActiveSyncProvider.dll" : "C:\WINDOWS\system32"
"actxprxy.dll" : "C:\WINDOWS\system32"
"AcWinRT.dll" : "C:\WINDOWS\system32"
"AcXtrnal.dll" : "C:\WINDOWS\system32"
"AdaptiveCards.dll" : "C:\WINDOWS\system32"
"AddressParser.dll" : "C:\WINDOWS\system32"
"adhapi.dll" : "C:\WINDOWS\system32"
"adhsvc.dll" : "C:\WINDOWS\system32"
"AdmTmpl.dll" : "C:\WINDOWS\system32"
"adprovider.dll" : "C:\WINDOWS\system32"
"adrclient.dll" : "C:\WINDOWS\system32"
"adsldp.dll" : "C:\WINDOWS\system32"
"adsldpc.dll" : "C:\WINDOWS\system32"
"adsmsext.dll" : "C:\WINDOWS\system32"
"adsnt.dll" : "C:\WINDOWS\system32"
"adtschema.dll" : "C:\WINDOWS\system32"
"AdvancedEmojiDS.dll" : "C:\WINDOWS\system32"
"AdvancedInstallers" : "C:\WINDOWS\system32"
"advapi32.dll" : "C:\WINDOWS\system32"
"advapi32res.dll" : "C:\WINDOWS\system32"
"advpack.dll" : "C:\WINDOWS\system32"
"aeevts.dll" : "C:\WINDOWS\system32"
"aeinv.dll" : "C:\WINDOWS\system32"
"aepic.dll" : "C:\WINDOWS\system32"
"agentactivationruntime.dll" : "C:\WINDOWS\system32"
"agentactivationruntimestarter.exe" : "C:\WINDOWS\system32"
"agentactivationruntimewindows.dll" : "C:\WINDOWS\system32"
"AgentService.exe" : "C:\WINDOWS\system32"
"aitstatic.exe" : "C:\WINDOWS\system32"
"AJRouter.dll" : "C:\WINDOWS\system32"
"alg.exe" : "C:\WINDOWS\system32"
"altspace.dll" : "C:\WINDOWS\system32"
"am-et" : "C:\WINDOWS\system32"
"amsi.dll" : "C:\WINDOWS\system32"
"amsiproxy.dll" : "C:\WINDOWS\system32"
"amstream.dll" : "C:\WINDOWS\system32"
"Analog.Shell.Broker.dll" : "C:\WINDOWS\system32"
"AnalogCommonProxyStub.dll" : "C:\WINDOWS\system32"
"apds.dll" : "C:\WINDOWS\system32"
"APHostClient.dll" : "C:\WINDOWS\system32"
"APHostRes.dll" : "C:\WINDOWS\system32"
"APHostService.dll" : "C:\WINDOWS\system32"
"apisampling.dll" : "C:\WINDOWS\system32"
"ApiSetHost.AppExecutionAlias.dll" : "C:\WINDOWS\system32"
"apisetschema.dll" : "C:\WINDOWS\system32"
"APMon.dll" : "C:\WINDOWS\system32"
"APMonUI.dll" : "C:\WINDOWS\system32"
"AppContracts.dll" : "C:\WINDOWS\system32"
"AppExtension.dll" : "C:\WINDOWS\system32"
"apphelp.dll" : "C:\WINDOWS\system32"
"Apphlpdm.dll" : "C:\WINDOWS\system32"
"AppHostRegistrationVerifier.exe" : "C:\WINDOWS\system32"
"appidapi.dll" : "C:\WINDOWS\system32"
"appidcertstorecheck.exe" : "C:\WINDOWS\system32"
"appidpolicyconverter.exe" : "C:\WINDOWS\system32"
"AppIdPolicyEngineApi.dll" : "C:\WINDOWS\system32"
"appidsvc.dll" : "C:\WINDOWS\system32"
"appidtel.exe" : "C:\WINDOWS\system32"
"appinfo.dll" : "C:\WINDOWS\system32"
"appinfoext.dll" : "C:\WINDOWS\system32"
"AppInstallerPrompt.Desktop.dll" : "C:\WINDOWS\system32"
"ApplicationControlCSP.dll" : "C:\WINDOWS\system32"
"ApplicationFrame.dll" : "C:\WINDOWS\system32"
"ApplicationFrameHost.exe" : "C:\WINDOWS\system32"
"AppListBackupLauncher.dll" : "C:\WINDOWS\system32"
"AppLocker" : "C:\WINDOWS\system32"
"AppLockerCSP.dll" : "C:\WINDOWS\system32"
"ApplySettingsTemplateCatalog.exe" : "C:\WINDOWS\system32"
"ApplyTrustOffline.exe" : "C:\WINDOWS\system32"
"AppManagementConfiguration.dll" : "C:\WINDOWS\system32"
"appmgmt" : "C:\WINDOWS\system32"
"appmgmts.dll" : "C:\WINDOWS\system32"
"appmgr.dll" : "C:\WINDOWS\system32"
"AppMon.dll" : "C:\WINDOWS\system32"
"AppointmentActivation.dll" : "C:\WINDOWS\system32"
"AppointmentApis.dll" : "C:\WINDOWS\system32"
"appraiser" : "C:\WINDOWS\system32"
"appraiser.dll" : "C:\WINDOWS\system32"
"AppReadiness.dll" : "C:\WINDOWS\system32"
"apprepapi.dll" : "C:\WINDOWS\system32"
"AppResolver.dll" : "C:\WINDOWS\system32"
"ApproveChildRequest.exe" : "C:\WINDOWS\system32"
"appsruprov.dll" : "C:\WINDOWS\system32"
"AppV" : "C:\WINDOWS\system32"
"AppVCatalog.dll" : "C:\WINDOWS\system32"
"AppVClient.exe" : "C:\WINDOWS\system32"
"AppvClientEventLog.dll" : "C:\WINDOWS\system32"
"AppVClientPS.dll" : "C:\WINDOWS\system32"
"AppVDllSurrogate.exe" : "C:\WINDOWS\system32"
"AppVEntStreamingManager.dll" : "C:\WINDOWS\system32"
"AppVEntSubsystemController.dll" : "C:\WINDOWS\system32"
"AppVEntSubsystems64.dll" : "C:\WINDOWS\system32"
"AppVEntVirtualization.dll" : "C:\WINDOWS\system32"
"appvetwclientres.dll" : "C:\WINDOWS\system32"
"appvetwsharedperformance.dll" : "C:\WINDOWS\system32"
"appvetwstreamingux.dll" : "C:\WINDOWS\system32"
"AppVFileSystemMetadata.dll" : "C:\WINDOWS\system32"
"AppVIntegration.dll" : "C:\WINDOWS\system32"
"AppVManifest.dll" : "C:\WINDOWS\system32"
"AppVNice.exe" : "C:\WINDOWS\system32"
"AppVOrchestration.dll" : "C:\WINDOWS\system32"
"AppVPolicy.dll" : "C:\WINDOWS\system32"
"AppVPublishing.dll" : "C:\WINDOWS\system32"
"AppVReporting.dll" : "C:\WINDOWS\system32"
"AppVScripting.dll" : "C:\WINDOWS\system32"
"AppVSentinel.dll" : "C:\WINDOWS\system32"
"AppVShNotify.exe" : "C:\WINDOWS\system32"
"AppVStreamingUX.dll" : "C:\WINDOWS\system32"
"AppVStreamMap.dll" : "C:\WINDOWS\system32"
"AppVTerminator.dll" : "C:\WINDOWS\system32"
"appwiz.cpl" : "C:\WINDOWS\system32"
"AppxAllUserStore.dll" : "C:\WINDOWS\system32"
"AppXApplicabilityBlob.dll" : "C:\WINDOWS\system32"
"AppxApplicabilityEngine.dll" : "C:\WINDOWS\system32"
"AppXDeploymentClient.dll" : "C:\WINDOWS\system32"
"AppXDeploymentExtensions.desktop.dll" : "C:\WINDOWS\system32"
"AppXDeploymentExtensions.onecore.dll" : "C:\WINDOWS\system32"
"AppXDeploymentServer.dll" : "C:\WINDOWS\system32"
"AppxPackaging.dll" : "C:\WINDOWS\system32"
"AppxProvisioning.xml" : "C:\WINDOWS\system32"
"AppxSip.dll" : "C:\WINDOWS\system32"
"AppxStreamingDataSourcePS.dll" : "C:\WINDOWS\system32"
"AppxSysprep.dll" : "C:\WINDOWS\system32"
"ar-SA" : "C:\WINDOWS\system32"
"archiveint.dll" : "C:\WINDOWS\system32"
"ARP.EXE" : "C:\WINDOWS\system32"
"asferror.dll" : "C:\WINDOWS\system32"
"aspnet_counters.dll" : "C:\WINDOWS\system32"
"AssignedAccessCsp.dll" : "C:\WINDOWS\system32"
"AssignedAccessGuard.exe" : "C:\WINDOWS\system32"
"AssignedAccessManager.dll" : "C:\WINDOWS\system32"
"assignedaccessmanagersvc.dll" : "C:\WINDOWS\system32"
"assignedaccessproviderevents.dll" : "C:\WINDOWS\system32"
"AssignedAccessRuntime.dll" : "C:\WINDOWS\system32"
"AssignedAccessShellProxy.dll" : "C:\WINDOWS\system32"
"asycfilt.dll" : "C:\WINDOWS\system32"
"at.exe" : "C:\WINDOWS\system32"
"AtBroker.exe" : "C:\WINDOWS\system32"
"atl.dll" : "C:\WINDOWS\system32"
"atl100.dll" : "C:\WINDOWS\system32"
"atl110.dll" : "C:\WINDOWS\system32"
"atlthunk.dll" : "C:\WINDOWS\system32"
"atmlib.dll" : "C:\WINDOWS\system32"
"AttestationWmiProvider.dll" : "C:\WINDOWS\system32"
"attrib.exe" : "C:\WINDOWS\system32"
"audiodg.exe" : "C:\WINDOWS\system32"
"AudioEndpointBuilder.dll" : "C:\WINDOWS\system32"
"AudioEng.dll" : "C:\WINDOWS\system32"
"AudioHandlers.dll" : "C:\WINDOWS\system32"
"AUDIOKSE.dll" : "C:\WINDOWS\system32"
"audioresourceregistrar.dll" : "C:\WINDOWS\system32"
"AudioSes.dll" : "C:\WINDOWS\system32"
"audiosrv.dll" : "C:\WINDOWS\system32"
"AudioSrvPolicyManager.dll" : "C:\WINDOWS\system32"
"auditcse.dll" : "C:\WINDOWS\system32"
"AuditNativeSnapIn.dll" : "C:\WINDOWS\system32"
"auditpol.exe" : "C:\WINDOWS\system32"
"auditpolcore.dll" : "C:\WINDOWS\system32"
"AuditPolicyGPInterop.dll" : "C:\WINDOWS\system32"
"auditpolmsg.dll" : "C:\WINDOWS\system32"
"AuthBroker.dll" : "C:\WINDOWS\system32"
"AuthBrokerUI.dll" : "C:\WINDOWS\system32"
"authentication.dll" : "C:\WINDOWS\system32"
"AuthExt.dll" : "C:\WINDOWS\system32"
"authfwcfg.dll" : "C:\WINDOWS\system32"
"AuthFWGP.dll" : "C:\WINDOWS\system32"
"AuthFWSnapin.dll" : "C:\WINDOWS\system32"
"AuthFWWizFwk.dll" : "C:\WINDOWS\system32"
"AuthHost.exe" : "C:\WINDOWS\system32"
"AuthHostProxy.dll" : "C:\WINDOWS\system32"
"authui.dll" : "C:\WINDOWS\system32"
"authz.dll" : "C:\WINDOWS\system32"
